date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-10-01,28.2,19.81,20.85,13.5,36,,100,91.9,81.5,63,22.5,18.3,18.1,13.6,22,7.42,11,0,39,20,101.6,101.24,101.29,100.99,99.92,99.57,99.62,99.33,16100,9787.5,8250,400,3,1.8,2,1,0,2.8,15.8,13.8,10.8,4,,,,07:12:00,18:58:00,11.77,7.2,18.97,6,6,29,29,19,20,,4,2.7,2,0,,,,,,,,
2019-09-30,17.5,13.84,14.15,10.8,,,99,74.2,81,63,14.9,9.2,9.7,4.4,21,14.67,14.5,8,35,10,102.77,102.25,102.2,101.63,101.06,100.55,100.5,99.95,16100,15766.7,12100,8100,1.4,1.2,1.2,1.1,3.8,0,9.2,7.2,4.2,2,12,0,0,07:11:00,19:00:00,11.82,7.18,19,3,6,18,18,15,16,,4,3.6,2,0,,,,,,,,
2019-09-29,14.7,11.58,11.35,8,,,97,73.4,73,49,10.8,6.7,7.5,4.2,21,11.88,13,5,33,9,103.15,102.89,102.83,102.5,101.44,101.18,101.12,100.8,16100,16100,16100,16100,1.4,1.1,1.2,1,6.7,0,6.3,4.3,1.4,0,0,0,0,07:10:00,19:02:00,11.87,7.17,19.03,5,5,16,16,12,12,,4,1.5,2,0,,,,,,,,
2019-09-28,20.5,17.02,15.55,10.6,27,,100,90.5,88.5,77,18.8,15.4,14.9,11,22,10.46,11,0,35,33,102.45,101.61,101.76,101.08,100.76,99.94,100.09,99.41,16100,14895.8,11250,6400,1.6,1.2,1.3,1,2.5,0,10.6,8.6,5.5,3.1,2.4,0,0,07:09:00,19:03:00,11.9,7.15,19.05,4,4,22,22,7,16,,4,2.4,2,0,,,,,,,,
2019-09-27,21.6,14.32,13.7,5.8,,,99,79.8,75.5,52,14,10.6,9.9,5.9,26,9.38,15,4,41,14,101.75,101.48,101.43,101.11,100.06,99.8,99.75,99.44,16100,16100,16100,16100,1,1,1,1,4.3,0,8.7,6.7,3.7,0,3.2,0,0,07:08:00,19:05:00,11.95,7.13,19.08,4,5,22,22,16,16,,4,2.6,2,0,,,,,,,,
2019-09-26,20.6,15.89,13.75,6.9,,,97,78.3,76,55,15.6,11.9,11.5,7.4,28,10.5,14,0,65,30,101.52,100.84,100.99,100.46,99.83,99.18,99.32,98.81,16100,16033.3,15300,14500,2.2,1.3,1.6,1,4.2,0,8.8,6.8,3.8,6.4,0.8,0,0,07:06:00,19:07:00,12.02,7.1,19.12,3,4,20,20,7,7,,4,2.3,2,0,,,,,,,,
2019-09-25,24,17.64,16.1,8.2,28,,99,78.5,77,55,18.1,13.5,13.2,8.2,28,14.46,16,4,48,21,101.14,100.8,100.83,100.51,99.46,99.13,99.15,98.85,16100,16100,16100,16100,3,1.8,2,1,1.9,0,11.1,9.1,6.1,0,5,0,0,07:05:00,19:09:00,12.07,7.08,19.15,4,6,26,26,14,14,,4,2.2,2,0,,,,,,,,
2019-09-24,19.6,15.21,14.1,8.6,,,97,78.1,79,61,12.3,11.3,10.6,8.8,24,13.04,12,0,37,31,101.31,101.13,101.07,100.84,99.63,99.46,99.4,99.18,16100,16100,16100,16100,1.3,1.1,1.1,1,3.9,0,9.1,7.1,4.1,0,0,0,0,07:04:00,19:11:00,12.12,7.07,19.18,6,6,20,20,9,14,,4,2.3,2,0,,,,,,,,
2019-09-23,25.2,20.65,19.95,14.7,31,,92,76.1,74,56,19.1,16.2,15.6,12.1,30,15.29,17,4,48,32,100.91,100.73,100.75,100.58,99.25,99.08,99.1,98.94,16100,15966.7,14500,12900,2.7,1.8,1.8,1,0,2,14.9,12.9,9.9,1,0,0,0,07:03:00,19:13:00,12.17,7.05,19.22,3,6,23,24,12,12,,4,3,2,0,,,,,,,,
2019-09-22,27.6,22.36,22.15,16.7,34,,100,77.5,75.5,51,20.4,17.8,18.1,15.7,28,12.42,14,0,48,22,101.88,101.45,101.41,100.94,100.21,99.79,99.75,99.29,16100,12237.5,9050,2000,3.3,2.7,2.4,1.5,0,4.2,17.1,15.2,12.2,0,21,0,0,07:02:00,19:14:00,12.2,7.03,19.23,5,5,27,27,19,19,,4,2.2,2,0,,,,,,,,
2019-09-21,25.9,19.5,19.35,12.8,30,,98,77.9,76.5,55,17,15.3,14.9,12.8,15,7.21,7.5,0,,,102.3,102.12,102.1,101.9,100.62,100.44,100.43,100.23,16100,14795.8,10050,4000,3.3,2.2,2.1,1,0,1.4,14.3,12.3,9.3,0,0,0,0,07:01:00,19:16:00,12.25,7.02,19.27,6,6,24,26,16,17,,4,1,2,0,,,,,,,,
2019-09-20,23.1,17.04,16.75,10.4,26,,100,82.2,77.5,55,16.7,13.7,13.4,10.2,13,5.62,6.5,0,,,102.35,102.23,102.24,102.12,100.66,100.54,100.55,100.43,16100,14858.3,10050,4000,2.8,1.4,1.9,1,1.2,0,11.8,9.8,6.8,0,0,0,0,07:00:00,19:18:00,12.3,7,19.3,6,6,24,24,12,12,,4,2,2,0,,,,,,,,
2019-09-19,21.6,16.48,16.5,11.4,,,96,78.3,75,54,14.3,12.4,12.7,11.1,13,8.54,9,5,,,102.57,102.44,102.42,102.26,100.87,100.74,100.72,100.57,16100,15900,13700,11300,2,1.2,1.5,1,1.5,0,11.5,9.5,6.5,0,0,0,0,06:58:00,19:20:00,12.37,6.97,19.33,6,6,23,23,12,13,,3,0.5,1.5,0,,,,,,,,
2019-09-18,21.4,15.68,15.14,8.9,,,96,73.7,71.5,47,14.3,10.5,11.4,8.5,13,7.21,8.5,4,,,102.61,102.51,102.49,102.37,100.91,100.81,100.8,100.68,16100,15766.7,13700,11300,1.3,1,1.1,1,2.9,0,10.1,8.1,5.1,0,0,0,0,06:57:00,19:22:00,12.42,6.95,19.37,6,6,22,22,10,10,,1,0,0.5,0,,,,,,,,
2019-09-17,22.7,16.13,15.75,8.8,,,100,73.7,69.5,39,13.3,10.6,10.5,7.7,17,6.33,8.5,0,,,102.42,102.29,102.28,102.14,100.73,100.6,100.59,100.45,16100,13670.8,8650,1200,1.9,1.5,1.4,1,2.2,0,10.8,8.8,5.8,0,0,0,0,06:56:00,19:24:00,12.47,6.93,19.4,6,6,23,23,9,9,,1,0,0.5,0,,,,,,,,
2019-09-16,19.3,15.62,15.05,10.8,,,95,78.5,76.5,58,13.8,11.7,11.8,9.9,18,9.42,9,0,30,11,102.13,102.02,102.03,101.93,100.44,100.33,100.34,100.24,16100,16100,16100,16100,1.4,1.2,1.2,1,3,0,10.1,8.1,5,0,0,0,0,06:55:00,19:26:00,12.52,6.92,19.43,4,6,22,22,9,9,,4,3.2,2,0,,,,,,,,
2019-09-15,18.2,13.84,13.75,9.3,,,96,86.8,83.5,71,13.5,11.7,11.3,9.1,11,5.42,5.5,0,,,102.2,102.08,102.08,101.96,100.51,100.39,100.39,100.26,16100,16100,16100,16100,1,1,1,1,4.2,0,8.8,6.8,3.8,1.5,2.8,0,0,06:54:00,19:27:00,12.55,6.9,19.45,2,4,20,20,13,13,,4,2.6,2,0,,,,,,,,
2019-09-14,22.6,18.42,16.2,9.8,,,100,73.4,71.5,43,18.5,13,13.7,8.8,28,15.67,16,4,46,27,102.11,101.85,101.87,101.63,100.42,100.18,100.19,99.96,16100,16100,16100,16100,1.8,1.2,1.4,1,1.8,0,11.2,9.2,6.2,0,0.6,0,0,06:53:00,19:29:00,12.6,6.88,19.48,5,6,22,22,10,10,,4,1.8,2,0,,,,,,,,
2019-09-13,19.6,16.29,15.8,12,,,99,78.4,82.5,66,17,12.5,11.8,6.7,37,20.75,21,5,55,11,102.78,102.3,102.23,101.68,101.08,100.6,100.54,100,16100,15579.2,9850,3600,1.2,1.1,1.1,1.1,2.2,0,10.8,8.8,5.8,8,14.6,0,0,06:52:00,19:31:00,12.65,6.87,19.52,5,6,22,22,15,15,,4,2.6,2,0,,,,,,,,
2019-09-12,20.4,15.75,16.25,12.1,,,98,74.8,76.5,55,13.3,11.1,10.3,7.3,21,12.46,12.5,4,,,102.75,102.39,102.35,101.95,101.05,100.7,100.67,100.28,16100,15833.3,12900,9700,1.1,1,1.1,1,1.8,0,11.2,9.2,6.2,1.1,0,0,0,06:51:00,19:33:00,12.7,6.85,19.55,6,6,20,20,12,12,,4,2.2,2,0,,,,,,,,
2019-09-11,27,22.08,21.2,15.4,34,,100,82.2,80.5,61,21.6,18.6,17.8,13.9,17,8.25,8.5,0,,,101.92,101.84,101.83,101.75,100.25,100.17,100.17,100.09,16100,11495.8,8150,200,2.3,2,2,1.8,0,3.2,16.2,14.2,11.2,1,0.8,0,0,06:49:00,19:35:00,12.77,6.82,19.58,7,7,28,28,17,18,,4,3.1,2,0,,,,,,,,
2019-09-10,20.2,15.31,13.8,7.4,,,98,87,82.5,67,19,13.1,13,7,21,10.38,10.5,0,45,30,102.68,102.24,102.22,101.77,100.97,100.55,100.53,100.09,16100,15966.7,14500,12900,1.1,1,1.1,1,4.2,0,8.8,6.8,3.8,19.3,18.8,0,0,06:48:00,19:37:00,12.82,6.8,19.62,7,7,25,25,18,20,,4,2,2,0,,,,,,,,
2019-09-09,18.1,12.28,12.25,6.4,,,93,73.9,74,55,9.6,7.5,7.2,4.7,18,8.04,11,4,,,102.78,102.64,102.63,102.48,101.07,100.93,100.92,100.78,16100,15966.7,14500,12900,1.5,1.1,1.2,1,5.8,0,7.2,5.2,2.2,0,0,0,0,06:47:00,19:38:00,12.85,6.78,19.63,7,7,20,20,9,9,,4,0.9,2,0,,,,,,,,
2019-09-08,17.9,13.47,13.05,8.2,,,99,78.6,77,55,11.6,9.6,9.4,7.2,21,11.25,10.5,0,,,102.43,101.95,101.93,101.43,100.73,100.26,100.24,99.75,16100,16100,16100,16100,1.2,1,1.1,1,5,0,8.1,6,3,0,0,0,0,06:46:00,19:40:00,12.9,6.77,19.67,7,7,18,18,10,10,,4,2,2,0,,,,,,,,
2019-09-07,22,15.89,16.25,10.5,,,98,78.7,75.5,53,12.9,11.9,11.7,10.5,22,11.71,13,4,35,26,101.41,101.23,101.24,101.07,99.73,99.55,99.57,99.4,16100,16100,16100,16100,1.6,1.2,1.3,1,1.8,0,11.2,9.2,6.2,0,0.6,0,0,06:45:00,19:42:00,12.95,6.75,19.7,5,7,23,23,11,11,,4,2.8,2,0,,,,,,,,
2019-09-06,20.6,15.21,15,9.4,,,96,82.6,78.5,61,15.8,12.2,12.4,9,18,9.12,9,0,,,101.76,101.43,101.49,101.22,100.08,99.75,99.81,99.54,16100,16100,16100,16100,1.6,1.1,1.3,1,3,0,10,8,5,0.4,0,0,0,06:44:00,19:44:00,13,6.73,19.73,5,5,22,22,10,10,,4,3.3,2,0,,,,,,,,
2019-09-05,20.7,15.11,14.35,8,,,100,74.4,72.5,45,13.3,10,10.8,8.2,15,5.92,7.5,0,,,102.19,101.98,102,101.8,100.5,100.29,100.31,100.12,16100,16100,16100,16100,1.8,1.4,1.4,1,3.6,0,9.3,7.3,4.3,0,0,0,0,06:43:00,19:46:00,13.05,6.72,19.77,7,7,21,21,9,9,,4,0.6,2,0,,,,,,,,
2019-09-04,21.2,17.5,15.35,9.5,28,,96,78.7,80,64,19.9,13.7,14.9,10,30,16.67,17.5,5,46,31,101.95,101.23,101.22,100.49,100.26,99.56,99.55,98.84,16100,16100,16100,16100,1,1,1,1,2.6,0,10.3,8.3,5.3,0,0.6,0,0,06:42:00,19:47:00,13.08,6.7,19.78,6,7,20,20,10,10,,4,2,2,0,,,,,,,,
2019-09-03,20.6,16.84,15.45,10.3,27,,100,93,91,82,19.5,15.7,15.2,11,22,12.33,11,0,41,11,101.87,101.47,101.28,100.68,100.19,99.8,99.61,99.02,16100,14962.5,10450,4800,1,1,1,1,2.5,0,10.4,8.4,5.5,7.8,14.2,0,0,06:40:00,19:49:00,13.15,6.67,19.82,7,7,24,24,17,18,,4,2.3,2,0,,,,,,,,
2019-09-02,23.9,18.57,19.04,14.2,27,,100,85.1,78.5,57,17.4,15.8,15.9,14.4,17,8.12,8.5,0,54,32,101.76,101.6,101.64,101.51,100.09,99.93,99.96,99.84,16100,15295.8,11250,6400,1.9,1.5,1.4,1,0,1,14,12,9,6.3,2.4,0,0,06:39:00,19:51:00,13.2,6.65,19.85,6,6,25,25,12,15,,4,3.1,2,0,,,,,,,,
2019-09-01,19.5,16.01,15.4,11.3,,,99,86.6,83,67,17,13.7,13.2,9.4,22,9.21,11,0,32,10,102.64,102.31,102.21,101.78,100.95,100.62,100.52,100.1,16100,16100,16100,16100,1.1,1,1.1,1,2.6,0,10.4,8.4,5.4,1.4,0,0,0,06:38:00,19:53:00,13.25,6.63,19.88,5,6,21,23,15,16,,4,3.8,3.5,3,,,,,,,,
2019-08-31,21.6,16.08,15.2,8.8,,,93,67.3,65,37,11.8,9.5,8.9,6.1,17,8.71,8.5,0,32,35,102.69,102.54,102.43,102.17,100.99,100.85,100.74,100.48,16100,16100,16100,16100,1.4,1.1,1.2,1,2.8,0,10.2,8.2,5.2,0,0,0,0,06:37:00,19:55:00,13.3,6.62,19.92,7,7,22,22,11,13,,4,1,2,0,,,,,,,,
2019-08-30,24.4,19.33,17.45,10.5,27,,86,60.4,60,34,18,10.8,11.9,5.8,26,17.25,13,0,45,27,102.13,101.47,101.44,100.76,100.44,99.81,99.78,99.11,16100,16100,16100,16100,2,1.8,1.6,1.3,0.6,0,12.4,10.4,7.5,0,0,0,0,06:36:00,19:56:00,13.33,6.6,19.93,7,7,24,24,10,11,,4,1.1,2,0,,,,,,,,
2019-08-29,23.8,19.79,19.7,15.6,26,,79,65.3,59.5,40,16.3,12.9,12.8,9.3,24,14.5,14.5,5,41,21,101.38,101.19,101.16,100.95,99.71,99.53,99.5,99.29,16100,16100,16100,16100,2.4,1.6,1.7,1,0,1.7,14.7,12.7,9.7,0,0,0,0,06:35:00,19:58:00,13.38,6.58,19.97,7,7,25,25,17,17,,4,2,2,0,,,,,,,,
2019-08-28,26.4,22.28,22.04,17.7,30,,100,71.5,68,36,20.7,16,15.2,9.8,28,11.88,16,4,42,21,101.08,100.92,100.95,100.82,99.43,99.26,99.3,99.17,16100,12695.8,8050,0,2.8,2.1,1.9,1,0,4,17,15,12,0,0,0,0,06:34:00,20:00:00,13.43,6.57,20,6,6,25,25,12,12,,4,2.7,2,0,,,,,,,,
2019-08-27,21,19.47,19.35,17.7,29,,100,90.4,83.5,67,20.5,17.7,17.1,13.7,21,11.96,12.5,4,32,17,101.5,101.17,101.24,100.99,99.84,99.51,99.58,99.33,16100,12437.5,9850,3600,1.9,1.8,1.7,1.5,0,1.4,14.3,12.3,9.3,11.7,7.8,0,0,06:32:00,20:01:00,13.48,6.53,20.02,3,3,23,24,16,16,,4,3.9,3,2,,,,,,,,
2019-08-26,23.3,19.61,18.45,13.6,26,,97,70.7,69.5,42,17.2,13.8,13.2,9.1,28,15.42,16,4,45,8,102.33,102.05,101.94,101.54,100.65,100.37,100.26,99.88,16100,16100,16100,16100,2.1,1.8,1.7,1.3,0,0.4,13.4,11.4,8.4,0,2.2,0,0,06:31:00,20:03:00,13.53,6.52,20.05,8,8,24,24,17,18,,3,0.3,1.5,0,,,,,,,,
2019-08-25,22.9,17.43,16.64,10.4,26,,97,73.6,72,47,14.3,12.2,12.2,10.1,18,11.21,11,4,32,9,102.7,102.53,102.51,102.32,101.01,100.84,100.83,100.64,16100,16100,16100,16100,1,1,1,1,1.4,0,11.6,9.6,6.6,0,0,0,0,06:30:00,20:05:00,13.58,6.5,20.08,7,7,23,23,14,14,,1,0,0.5,0,,,,,,,,
2019-08-24,21.8,16.7,16.45,11.1,,,94,68.6,71.5,49,12.3,10.6,10.5,8.7,17,10.33,8.5,0,28,17,102.67,102.53,102.5,102.34,100.97,100.84,100.81,100.65,16100,16100,16100,16100,1.3,1,1.1,1,1.6,0,11.4,9.4,6.5,0,0,0,0,06:29:00,20:07:00,13.63,6.48,20.12,7,7,25,25,10,12,,4,1.7,2,0,,,,,,,,
2019-08-23,23,17.15,17.3,11.6,,,93,66.5,65.5,38,12.3,10.3,9.8,7.4,26,14.5,15,4,41,35,102.29,101.97,101.97,101.65,100.6,100.29,100.29,99.98,16100,16100,16100,16100,1.4,1.2,1.2,1,0.7,0,12.3,10.3,7.3,0,0,0,0,06:28:00,20:08:00,13.67,6.47,20.13,7,7,23,23,11,12,,3,0.8,1.5,0,,,,,,,,
2019-08-22,23.9,19.1,19.14,14.4,25,,85,63.4,63.5,42,17,11.7,12.8,8.5,28,14.5,18,8,35,32,101.59,101.32,101.3,101.02,99.92,99.65,99.64,99.37,16100,16100,16100,16100,1.6,1.4,1.4,1.1,0,1.1,14.1,12.1,9.1,0,0,0,0,06:27:00,20:10:00,13.72,6.45,20.17,8,8,24,24,11,12,,4,1.2,2,0,,,,,,,,
2019-08-21,28,23.6,23.2,18.4,36,,98,81.3,80.5,63,21.4,20.1,20.3,19.2,24,12.75,12,0,41,20,101.25,101.06,101.06,100.86,99.59,99.41,99.4,99.21,16100,15562.5,11250,6400,3.2,2.4,2.3,1.4,0,5.2,18.2,16.2,13.2,11.6,1.4,0,0,06:26:00,20:11:00,13.75,6.43,20.18,8,8,29,29,14,20,,4,2.2,2,0,,,,,,,,
2019-08-20,27.1,20,19.35,11.6,33,,97,77,77,57,18.8,15.6,15.2,11.5,13,7.12,6.5,0,,,101.98,101.73,101.66,101.33,100.3,100.06,99.99,99.67,16100,15833.3,14500,12900,2.8,1.8,1.9,1,0,1.4,14.3,12.3,9.3,0,1.8,0,0,06:25:00,20:13:00,13.8,6.42,20.22,7,7,29,29,20,20,,3,1.3,1.5,0,,,,,,,,
2019-08-19,27.7,22.97,20.5,13.3,31,,98,68.5,67.5,37,21.2,16,16.4,11.7,22,13.38,13,4,35,29,101.82,101.43,101.41,101,100.15,99.77,99.75,99.35,16100,15966.7,14500,12900,2.3,1.9,1.8,1.4,0,2.5,15.5,13.5,10.5,0.2,0.2,0,0,06:23:00,20:15:00,13.87,6.38,20.25,7,7,29,29,14,15,,4,1.1,2,0,,,,,,,,
2019-08-18,26.1,21.36,21.15,16.2,33,,100,90.3,84,68,21.4,19.6,18.9,16.4,15,8.5,9.5,4,,,101.45,101.28,101.19,100.94,99.78,99.62,99.53,99.28,16100,11862.5,8250,400,2.6,2.2,1.8,1,0,3.1,16.1,14.2,11.2,3.1,5,0,0,06:22:00,20:16:00,13.9,6.37,20.27,6,7,29,29,19,19,,4,2.7,2,0,,,,,,,,
2019-08-17,25.3,20.35,20.9,16.5,33,,100,93.9,87.5,75,21.3,19.3,18.9,16.4,15,5.5,7.5,0,,,101.42,101.32,101.3,101.18,99.76,99.66,99.64,99.52,16100,11000,8350,600,2.7,1.9,1.8,1,0,2.9,15.9,13.9,10.9,6.2,1.8,0,0,06:21:00,20:18:00,13.95,6.35,20.3,5,6,26,27,18,18,,4,2,2,0,,,,,,,,
2019-08-16,24.9,20.38,19.89,14.9,30,,99,75.3,77,55,19.5,15.7,15.9,12.3,18,10.25,9,0,33,15,101.6,101.46,101.47,101.33,99.93,99.8,99.8,99.66,16100,15700,12100,8100,2.5,1.7,1.8,1,0,1.9,14.9,12.9,9.9,0,9.6,0,0,06:20:00,20:19:00,13.98,6.33,20.32,7,7,25,26,18,19,,4,1.6,2,0,,,,,,,,
2019-08-15,23.7,19.14,19.1,14.5,26,,82,61.4,64,46,15.1,11.4,11.9,8.8,22,12.25,11,0,37,10,101.75,101.62,101.61,101.46,100.08,99.95,99.94,99.79,16100,16100,16100,16100,1.6,1.2,1.3,1,0,1.1,14.1,12.1,9.1,0,0,0,0,06:19:00,20:21:00,14.03,6.32,20.35,7,8,24,24,14,14,,4,1.5,2,0,,,,,,,,
2019-08-14,25.3,20.15,20.65,16,26,,69,56.7,54,39,13.4,11.1,11.1,8.8,21,13.88,13,5,28,1,101.67,101.38,101.39,101.12,100,99.72,99.74,99.47,16100,15900,13700,11300,1.5,1.3,1.3,1.1,0,2.6,15.7,13.7,10.7,0,0,0,0,06:18:00,20:22:00,14.07,6.3,20.37,7,8,25,25,15,15,,4,0.6,2,0,,,,,,,,
2019-08-13,27.6,22.7,22.5,17.4,30,,92,63.6,67.5,43,19,14.9,14.9,10.8,13,8.08,6.5,0,,,101.08,100.9,100.94,100.79,99.43,99.25,99.28,99.14,16100,15633.3,12900,9700,2.6,1.9,1.8,1.1,0,4.5,17.5,15.5,12.5,0,0,0,0,06:17:00,20:24:00,14.12,6.28,20.4,8,8,28,28,15,15,,4,1.5,2,0,,,,,,,,
2019-08-12,26.4,21.3,21,15.6,32,,94,78,74.5,55,20.3,17.1,17.3,14.3,18,7.29,9,0,28,20,101.41,101.17,101.16,100.9,99.75,99.51,99.5,99.25,16100,15966.7,14500,12900,3.4,1.9,2.2,1,0,3,16,14,11,0,1.4,0,0,06:15:00,20:25:00,14.17,6.25,20.42,7,7,29,29,18,19,,4,3.1,2,0,,,,,,,,
2019-08-11,26.1,19.47,18.1,10.1,29,,97,70,68.5,40,16.6,13.2,13.2,9.8,22,10.88,11,0,37,21,101.72,101.57,101.56,101.39,100.05,99.9,99.89,99.73,16100,15833.3,12900,9700,2.3,1.5,1.6,1,0,0.1,13.1,11.1,8.1,0,0,0,0,06:14:00,20:27:00,14.22,6.23,20.45,8,8,29,29,18,18,,3,0.5,1.5,0,,,,,,,,
2019-08-10,24.5,18.6,18.14,11.8,26,,91,61.8,62.5,34,12.1,10.4,9.3,6.6,37,15.79,18.5,0,50,30,101.49,101.24,101.24,100.99,99.82,99.57,99.57,99.32,16100,16100,16100,16100,1.5,1.2,1.2,1,0,0.1,13.1,11.1,8.1,0,0,0,0,06:13:00,20:28:00,14.25,6.22,20.47,8,8,26,26,12,12,,3,0.6,1.5,0,,,,,,,,
2019-08-09,25.5,19.7,19.89,14.3,27,,80,61.1,60,40,14.2,11.6,12.2,10.2,30,17.88,19,8,59,27,100.99,100.79,100.81,100.64,99.33,99.14,99.16,98.98,16100,16100,16100,16100,1.5,1.2,1.2,1,0,1.9,14.9,12.9,9.9,0,0,0,0,06:12:00,20:30:00,14.3,6.2,20.5,7,7,26,26,13,14,,4,0.5,2,0,,,,,,,,
2019-08-08,24.8,19.35,19.3,13.8,31,,98,83.8,80.5,63,20.6,16.4,17.1,13.6,22,8.96,11,0,35,32,100.65,100.46,100.46,100.26,99,98.81,98.81,98.62,16100,15495.8,8850,1600,2.1,1.5,1.6,1,0,1.3,14.3,12.3,9.3,24.3,9.6,0,0,06:11:00,20:31:00,14.33,6.18,20.52,3,3,25,25,13,14,,4,1.2,2,0,,,,,,,,
2019-08-07,25.5,21.77,20.75,16,34,,99,87,83,67,21.7,19.4,19.9,18,11,6.21,5.5,0,,,100.85,100.75,100.74,100.63,99.2,99.1,99.09,98.98,16100,15295.8,11250,6400,3.1,2.2,2.1,1.1,0,2.8,15.8,13.8,10.8,9.6,9.4,0,0,06:10:00,20:33:00,14.38,6.17,20.55,5,7,28,28,17,17,,4,2.5,2,0,,,,,,,,
2019-08-06,25,21.2,20.6,16.2,33,,99,91.6,87.5,76,22,19.8,19.1,16.3,17,6.5,8.5,0,41,25,101,100.79,100.8,100.6,99.35,99.14,99.15,98.95,16100,14125,10050,4000,2.8,2.1,1.9,1,0,2.6,15.6,13.6,10.6,17,14,0,0,06:09:00,20:34:00,14.42,6.15,20.57,3,3,27,27,20,20,,4,2.4,2,0,,,,,,,,
2019-08-05,27.4,20.85,20.04,12.7,32,,90,67.1,66,42,17.8,14,14.4,11.1,18,8.58,9,0,,,101.61,101.38,101.31,101.02,99.94,99.72,99.66,99.37,16100,15966.7,14500,12900,2.9,1.8,2,1,0,2,15,13,10,0,0,0,0,06:08:00,20:35:00,14.45,6.13,20.58,8,8,30,30,20,20,,4,0.5,2,0,,,,,,,,
2019-08-04,24.9,21.2,19.29,13.7,27,,92,61.2,66.5,41,18.2,12.9,13.9,9.7,17,10.46,8.5,0,,,101.71,101.6,101.6,101.48,100.05,99.94,99.94,99.82,16100,16100,16100,16100,1.8,1.6,1.4,1,0,1.3,14.3,12.3,9.3,0,0,0,0,06:07:00,20:37:00,14.5,6.12,20.62,8,8,27,27,14,14,,4,0.8,2,0,,,,,,,,
2019-08-03,27.5,22.15,21,14.5,31,,88,61.5,64,40,17.2,13.9,13.9,10.6,18,7.29,9,0,32,21,101.81,101.6,101.58,101.36,100.14,99.94,99.92,99.7,16100,15966.7,14500,12900,3.3,1.9,2.1,1,0,3,16,14,11,0,0,0,0,06:06:00,20:38:00,14.53,6.1,20.63,8,8,30,30,14,14,,2,0.3,1,0,,,,,,,,
2019-08-02,26.9,20.5,19.95,13,27,,91,58.1,61,31,14,10.8,10.6,7.2,15,7.46,7.5,0,,,102.15,102.01,101.98,101.8,100.47,100.34,100.3,100.13,16100,16100,16100,16100,2.5,1.7,1.8,1,0,2,14.9,12.9,9.9,0,0,0,0,06:04:00,20:39:00,14.58,6.07,20.65,8,8,28,28,12,14,,0,0,0,0,,,,,,,,
2019-08-01,25.6,20.41,19.7,13.8,26,,85,58,59.5,34,13.9,10.9,11.2,8.5,18,9.58,9,0,,,102.24,102.11,102.09,101.95,100.56,100.43,100.42,100.28,16100,16100,16100,16100,1.9,1.5,1.4,1,0,1.7,14.7,12.7,9.7,0,0,0,0,06:03:00,20:40:00,14.62,6.05,20.67,8,8,27,28,12,14,,0,0,0,0,,,,,,,,
2019-07-31,26.2,20.6,20.9,15.6,29,,94,72.2,73.5,53,16.1,15.1,15.2,14.3,17,10,8.5,0,,,101.95,101.81,101.8,101.65,100.28,100.14,100.13,99.98,16100,16100,16100,16100,1.8,1.3,1.4,1,0,2.9,15.9,13.9,10.9,0,0,0,0,06:02:00,20:41:00,14.65,6.03,20.68,7,8,27,27,14,14,,3,0.6,1.5,0,,,,,,,,
2019-07-30,26.4,21.92,21.75,17.1,34,,100,86.8,82,64,21.8,19.5,19.1,16.4,17,7.92,10.5,4,,,101.63,101.3,101.38,101.14,99.96,99.65,99.72,99.49,16100,14183.3,10050,4000,3,2.1,2.2,1.5,0,3.8,16.8,14.8,11.8,8.3,13.2,0,0,06:01:00,20:43:00,14.7,6.02,20.72,7,7,26,26,17,17,,4,2.8,2,0,,,,,,,,
2019-07-29,29.6,23.92,23.7,17.8,38,,100,77.1,78,56,21.1,19.3,19.2,17.3,28,11.17,14,0,42,20,101.47,101.25,101.25,101.03,99.81,99.59,99.59,99.38,16100,14204.2,9050,2000,3.4,3,2.9,2.4,0,5.7,18.7,16.7,13.7,2.8,6.4,0,0,06:00:00,20:44:00,14.73,6,20.73,9,9,32,32,20,20,,4,0.8,2,0,,,,,,,,
